121 0.929412 0.905882 0.749020 LEMONCHIFFON2
122 0.803922 0.796078 0.650980 LEMONCHIFFON3
123 0.545098 0.541176 0.439216 LEMONCHIFFON4
124 0.800000 0.800000 0.800000 AUTOCAD#9
125 1.000000 0.627451 0.615686 AUTOCAD#11
126 0.917647 0.372549 0.000000 AUTOCAD#12
127 0.890196 0.694118 0.674510 AUTOCAD#13
128 0.835294 0.419608 0.000000 AUTOCAD#14
129 0.788235 0.623529 0.596078 AUTOCAD#15
130 0.760784 0.431373 0.000000 AUTOCAD#16
131 0.631373 0.486275 0.447059 AUTOCAD#17
132 0.619608 0.325490 0.000000 AUTOCAD#18
133 0.549020 0.427451 0.388235 AUTOCAD#19
134 1.000000 0.698039 0.000000 AUTOCAD#30
135 1.000000 0.827451 0.615686 AUTOCAD#31
136 0.898039 0.600000 0.000000 AUTOCAD#32
137 0.890196 0.811765 0.674510 AUTOCAD#33
138 0.850980 0.549020 0.000000 AUTOCAD#34
139 0.788235 0.725490 0.596078 AUTOCAD#35
140 0.698039 0.450980 0.000000 AUTOCAD#36
141 0.631373 0.580392 0.447059 AUTOCAD#37
142 0.600000 0.349020 0.000000 AUTOCAD#38
143 0.549020 0.509804 0.388235 AUTOCAD#39
144 0.992157 1.000000 0.615686 AUTOCAD#51
145 0.901961 0.917647 0.000000 AUTOCAD#52
146 0.878431 0.890196 0.674510 AUTOCAD#53
147 0.811765 0.835294 0.000000 AUTOCAD#54
148 0.768627 0.788235 0.596078 AUTOCAD#55
149 0.721569 0.760784 0.000000 AUTOCAD#56
150 0.603922 0.631373 0.447059 AUTOCAD#57
151 0.564706 0.619608 0.000000 AUTOCAD#58
152 0.517647 0.549020 0.388235 AUTOCAD#59
153 0.698039 1.000000 0.000000 AUTOCAD#70
154 0.807843 1.000000 0.615686 AUTOCAD#71
155 0.721569 0.917647 0.000000 AUTOCAD#72
156 0.776471 0.890196 0.674510 AUTOCAD#73
157 0.635294 0.835294 0.000000 AUTOCAD#74
158 0.678431 0.788235 0.596078 AUTOCAD#75
159 0.552941 0.760784 0.000000 AUTOCAD#76
160 0.513725 0.631373 0.447059 AUTOCAD#77
161 0.380392 0.619608 0.000000 AUTOCAD#78
162 0.439216 0.549020 0.388235 AUTOCAD#79
163 0.615686 1.000000 0.627451 AUTOCAD#91
164 0.000000 0.917647 0.372549 AUTOCAD#92
165 0.674510 0.890196 0.694118 AUTOCAD#93
166 0.000000 0.835294 0.419608 AUTOCAD#94
167 0.596078 0.788235 0.623529 AUTOCAD#95
168 0.000000 0.760784 0.431373 AUTOCAD#96
169 0.447059 0.631373 0.486275 AUTOCAD#97
170 0.000000 0.619608 0.325490 AUTOCAD#98
171 0.388235 0.549020 0.427451 AUTOCAD#99
172 0.615686 1.000000 0.827451 AUTOCAD#111
173 0.000000 0.917647 0.768627 AUTOCAD#112
174 0.674510 0.890196 0.811765 AUTOCAD#113
175 0.000000 0.835294 0.717647 AUTOCAD#114
176 0.596078 0.788235 0.725490 AUTOCAD#115
177 0.000000 0.760784 0.666667 AUTOCAD#116
178 0.447059 0.631373 0.580392 AUTOCAD#117
179 0.000000 0.619608 0.537255 AUTOCAD#118
180 0.388235 0.549020 0.509804 AUTOCAD#119
181 0.615686 0.992157 1.000000 AUTOCAD#131
182 0.000000 0.901961 0.917647 AUTOCAD#132
183 0.674510 0.878431 0.890196 AUTOCAD#133
184 0.000000 0.811765 0.835294 AUTOCAD#134
185 0.596078 0.768627 0.788235 AUTOCAD#135
186 0.000000 0.721569 0.760784 AUTOCAD#136
187 0.447059 0.603922 0.631373 AUTOCAD#137
188 0.000000 0.564706 0.619608 AUTOCAD#138
189 0.388235 0.517647 0.549020 AUTOCAD#139
190 0.000000 0.741176 1.000000 AUTOCAD#150
191 0.650980 0.850980 1.000000 AUTOCAD#151
192 0.000000 0.721569 0.917647 AUTOCAD#152
193 0.674510 0.776471 0.890196 AUTOCAD#153
194 0.000000 0.635294 0.835294 AUTOCAD#154
195 0.596078 0.678431 0.788235 AUTOCAD#155
196 0.000000 0.552941 0.760784 AUTOCAD#156
197 0.447059 0.513725 0.631373 AUTOCAD#157
198 0.000000 0.380392 0.619608 AUTOCAD#158
199 0.388235 0.439216 0.549020 AUTOCAD#159
200 0.627451 0.615686 1.000000 AUTOCAD#171
201 0.372549 0.000000 0.917647 AUTOCAD#172
202 0.694118 0.674510 0.890196 AUTOCAD#173
203 0.419608 0.000000 0.835294 AUTOCAD#174
204 0.623529 0.596078 0.788235 AUTOCAD#175
205 0.431373 0.000000 0.760784 AUTOCAD#176
206 0.486275 0.447059 0.631373 AUTOCAD#177
207 0.325490 0.000000 0.619608 AUTOCAD#178
208 0.427451 0.388235 0.549020 AUTOCAD#179
209 0.650980 0.000000 1.000000 AUTOCAD#190
210 0.827451 0.615686 1.000000 AUTOCAD#191
211 0.639216 0.000000 0.898039 AUTOCAD#192
212 0.811765 0.674510 0.890196 AUTOCAD#193
